Region,Country,State,City,Hotel Name,Address,Rating,Number of Reviews,Weighted rating of each unique hotel,Average rating of this brand,Place ID,Google Maps Link,Loyalty Program,Number of hotels of this brand in the program,Corporation,Segment,Total hotels of Corporation / Loyalty Program in this region,Total hotels of Corporation / Loyalty Program in this country,Total hotels of brand in this region,Total hotels of brand in this country,Hotel Brand,Vibe Keywords,Travel Purpose Keywords
Asia,Taiwan,-,Taichung City,Fairfield by Marriott Taichung,"No. 1155號, Section 2, Huanzhong Rd, Xitun District, Taichung City, Taiwan 40765","4,1",1675,"3,304880865","4,166517524",ChIJG0-eAr8XaTQRMwFaFCf9rHQ,Open in Google Maps,Marriott Bonvoy,1341,Marriott International,Standart,619,8,144,1,Fairfield Inn & Suites,"Practical & economical, cozy & family-friendly, affordable comfort, cleanliness & functionality, predictable quality, optimal value, convenient location","Short Stays: quick check-in, convenient location, efficient service; Family Travel: child-friendly, family comfort, affordable leisure"
Asia,Taiwan,-,Taipei City,Courtyard Taipei,"No. 359, Section 7, Zhongxiao E Rd, Nangang District, Taipei City, Taiwan 11561","4,1",6336,"3,8969308","4,164277716",ChIJqUjT6l2rQjQRmbXqxnua0rs,Відкрити у Google Maps,Marriott Bonvoy,893,Marriott International,Standart,619,8,129,2,Courtyard by Marriott,"Business-oriented, practical & economical, functional design, business travel amenities, productive environment, modern simplicity, rational comfort","Business Trips: functional workspaces, productive spaces, business center; Short Stays: quick service, efficient processes"
Asia,Taiwan,-,Taipei City,Courtyard Taipei Downtown,"No. 6, Section 3, Minsheng E Rd, Zhongshan District, Taipei City, Taiwan 10480","4,4",3769,"3,933975485","4,164277716",ChIJs_aU3OGrQjQRNlzqap58NOc,Відкрити у Google Maps,Marriott Bonvoy,893,Marriott International,Standart,619,8,129,2,Courtyard by Marriott,"Business-oriented, practical & economical, functional design, business travel amenities, productive environment, modern simplicity, rational comfort","Business Trips: functional workspaces, productive spaces, business center; Short Stays: quick service, efficient processes"
Asia,Taiwan,-,Kaohsiung City,Kaohsiung Marriott Hotel,"804, Taiwan, Kaohsiung City, Gushan District, No222號Long Desin Rd","4,2",5771,"3,949392639","4,331125828",ChIJf6Ng8asFbjQR4uISt3hBgSE,Відкрити на Google Maps,Marriott Bonvoy,604,Marriott International,Comfort,619,8,122,2,Marriott Hotels,"Business-oriented, classic & traditional, modern functionality, reliable service, business efficiency, professional environment, conference capabilities","Business Trips: business center, conference halls, productive workspaces, professional events, corporate events; Relaxation: quality leisure"
Asia,Taiwan,-,Taipei City,Taipei Marriott Hotel,"No. 199號, Lequn 2nd Rd, Zhongshan District, Taipei City, Taiwan 10491","4,4",13165,"4,531399236","4,331125828",ChIJKanLVw2sQjQRit_tnMKZm6Q,Відкрити на Google Maps,Marriott Bonvoy,604,Marriott International,Comfort,619,8,122,2,Marriott Hotels,"Business-oriented, classic & traditional, modern functionality, reliable service, business efficiency, professional environment, conference capabilities","Business Trips: business center, conference halls, productive workspaces, professional events, corporate events; Relaxation: quality leisure"
Asia,Taiwan,-,Taitung City,Sheraton Taitung Hotel,"No. 316, Zhengqi Rd, Taitung City, Taitung County, Taiwan 950","4,4",8408,"4,317218788","4,176993166",ChIJNbx31D-5bzQR4V5k-H8opyw,Відкрити в Google Maps,Marriott Bonvoy,439,Marriott International,Comfort,619,8,157,3,Sheraton,"Business-oriented, classic & traditional, international standard, social spaces, proven quality, business comfort, universal elegance","Business Trips: global business, conference capabilities, communication hubs, workspaces; Family Travel: family leisure"
Asia,Taiwan,-,Taoyuan City,Sheraton Taoyuan Hotel,"No. 777號, Daguan Rd, Dayuan District, Taoyuan City, Taiwan 337","4,1",4336,"3,728119158","4,176993166",ChIJXSiJM7IgaDQRdr1BXlbEJuE,Відкрити в Google Maps,Marriott Bonvoy,439,Marriott International,Comfort,619,8,157,3,Sheraton,"Business-oriented, classic & traditional, international standard, social spaces, proven quality, business comfort, universal elegance","Business Trips: global business, conference capabilities, communication hubs, workspaces; Family Travel: family leisure"
Asia,Taiwan,-,Zhubei City,Sheraton Hsinchu Hotel,"No. 265號, E Section 1, Guangming 6th Rd, Zhubei City, Hsinchu County, Taiwan 302","4,3",10298,"4,313754688","4,176993166",ChIJC5v5ofw2aDQRY_jdUwVaYNc,Відкрити в Google Maps,Marriott Bonvoy,439,Marriott International,Comfort,619,8,157,3,Sheraton,"Business-oriented, classic & traditional, international standard, social spaces, proven quality, business comfort, universal elegance","Business Trips: global business, conference capabilities, communication hubs, workspaces; Family Travel: family leisure"
Asia,Tajikistan,-,Dushanbe,Hilton Dushanbe,"Ayni Street 48, Dushanbe 734024, Tajikistan","4,5",657,"3,17050413","4,281617647",ChIJVzwfv4nRtTgRLIqH962B-7s,Відкрити в Google Maps,Hilton Honors,544,Hilton Worldwide,Comfort,404,1,82,1,Hilton Hotels & Resorts,"Business-oriented, classic & traditional, reliable quality, international standard, uncompromising comfort, corporate trust, recognizable prestige","Business Trips: global business standard, conference facilities, corporate meetings, workspaces; Family Travel: international leisure"
Asia,Tajikistan,-,Dushanbe,Hyatt Regency Dushanbe,"26/1, Ismoili Somoni Prospekt, Dushanbe 734026, Tajikistan","4,5",1018,"3,384195957","4,318333333",ChIJ02fqvNPTtTgRlR5dUVAkohs,Відкрити в Google Maps,World of Hyatt,240,Hyatt Hotels Corporation,Comfort,203,1,78,1,Hyatt Regency,"Business-oriented, luxurious & refined, large-scale spaces, great opportunities, corporate elegance, business luxury, conference excellence, confident style","Business Trips: large-scale conferences, corporate events, powerful infrastructure, business efficiency; Relaxation: full service"
Asia,Thailand,-,Bang Muang,Grand Mercure Khao Lak Bangsak,"71 หมู่ 7 Bang Muang, Takua Pa District, Phang Nga 82190, Thailand","4,7",1157,"3,599857557","3,972017354",ChIJyzdPJnzDUDARWZZoDtnzJvI,Відкрити в Google Maps,ALL - Accor Live Limitless,922,Accor Hotels,Comfort,476,38,241,13,Mercure Hotels,"Cozy & family-friendly, boutique & unique, local flavor, individual style, regional authenticity, cultural connection, unique character, European charm","Relaxation: local experience, regional flavor, authentic impressions; Family Travel: comfortable atmosphere, cultural immersion"
Asia,Thailand,-,Bangkok,Grand Mercure Bangkok Atrium,"1880 New Petchaburi Rd, Bangkapi, Khet Huai Khwang, Bangkok 10310, Thailand","4,3",6360,"4,0887898","3,972017354",ChIJlX1_Jfee4jARxq7eqdDLgPU,Відкрити в Google Maps,ALL - Accor Live Limitless,922,Accor Hotels,Comfort,476,38,241,13,Mercure Hotels,"Cozy & family-friendly, boutique & unique, local flavor, individual style, regional authenticity, cultural connection, unique character, European charm","Relaxation: local experience, regional flavor, authentic impressions; Family Travel: comfortable atmosphere, cultural immersion"
Asia,Thailand,-,Bangkok,Mercure Bangkok Makkasan,"1599 Kamphaeng Phet 7 Rd, Khwaeng Makkasan, Khet Ratchathewi, Bangkok 10400, Thailand","4,4",2840,"3,798818357","3,972017354",ChIJp2F98Oue4jAR58ofIrqM77M,Відкрити в Google Maps,ALL - Accor Live Limitless,922,Accor Hotels,Comfort,476,38,241,13,Mercure Hotels,"Cozy & family-friendly, boutique & unique, local flavor, individual style, regional authenticity, cultural connection, unique character, European charm","Relaxation: local experience, regional flavor, authentic impressions; Family Travel: comfortable atmosphere, cultural immersion"
Asia,Thailand,-,Bangkok,Mercure Bangkok Siam,"927 Rama I Rd, Wang Mai, Pathum Wan, Bangkok 10330, Thailand","4,5",3105,"3,928726633","3,972017354",ChIJKS_DaA6Z4jARDH_5sbrMXfI,Відкрити в Google Maps,ALL - Accor Live Limitless,922,Accor Hotels,Comfort,476,38,241,13,Mercure Hotels,"Cozy & family-friendly, boutique & unique, local flavor, individual style, regional authenticity, cultural connection, unique character, European charm","Relaxation: local experience, regional flavor, authentic impressions; Family Travel: comfortable atmosphere, cultural immersion"
Asia,Thailand,-,Bangkok,Mercure Bangkok SUKhumvit 11,"18 Soi SUKhumvit 11, Khwaeng Khlong Toei Nuea, Watthana, Bangkok 10110, Thailand","4,5",1802,"3,662995193","3,972017354",ChIJ-a8Xb-ae4jAR37_D_gYBpdo,Відкрити в Google Maps,ALL - Accor Live Limitless,922,Accor Hotels,Comfort,476,38,241,13,Mercure Hotels,"Cozy & family-friendly, boutique & unique, local flavor, individual style, regional authenticity, cultural connection, unique character, European charm","Relaxation: local experience, regional flavor, authentic impressions; Family Travel: comfortable atmosphere, cultural immersion"
Asia,Thailand,-,Bangkok,Mercure Bangkok SUKhumvit 24,"5, 1 SUKhumvit Rd, Khlong Tan, Khet Khlong Toei, Bangkok 10110, Thailand","4,5",965,"3,358099267","3,972017354",ChIJjTtMGC6f4jARw5mljfGApDk,Відкрити в Google Maps,ALL - Accor Live Limitless,922,Accor Hotels,Comfort,476,38,241,13,Mercure Hotels,"Cozy & family-friendly, boutique & unique, local flavor, individual style, regional authenticity, cultural connection, unique character, European charm","Relaxation: local experience, regional flavor, authentic impressions; Family Travel: comfortable atmosphere, cultural immersion"
Asia,Thailand,-,Bangkok,Mercure Bangkok Surawong,"222 Surawong Rd, Si Phraya, Bang Rak, Bangkok 10500, Thailand","4,5",536,"3,071221071","3,972017354",ChIJBdK6WWCZ4jAR3yM8Ir2qNLI,Відкрити в Google Maps,ALL - Accor Live Limitless,922,Accor Hotels,Comfort,476,38,241,13,Mercure Hotels,"Cozy & family-friendly, boutique & unique, local flavor, individual style, regional authenticity, cultural connection, unique character, European charm","Relaxation: local experience, regional flavor, authentic impressions; Family Travel: comfortable atmosphere, cultural immersion"
Asia,Thailand,-,Chiang Mai,Mercure Chiang Mai,"183 Chang Phueak Rd, Chang Phueak, Mueang Chiang Mai District, Chiang Mai 50200, Thailand","4,2",1465,"3,324440669","3,972017354",ChIJa9v8BK862jARLIW_OFD8eXw,Відкрити в Google Maps,ALL - Accor Live Limitless,922,Accor Hotels,Comfort,476,38,241,13,Mercure Hotels,"Cozy & family-friendly, boutique & unique, local flavor, individual style, regional authenticity, cultural connection, unique character, European charm","Relaxation: local experience, regional flavor, authentic impressions; Family Travel: comfortable atmosphere, cultural immersion"
Asia,Thailand,-,Ko Samui,Mercure Samui Chaweng Beach Tana,"17/135 หมู่ที่ 3 ถนน เลียบหาดเฉวง, Ko Samui District, Surat Thani 84320, Thailand","4,4",859,"3,227948296","3,972017354",ChIJWykw5rjxVDARfQcLSUvhERI,Відкрити в Google Maps,ALL - Accor Live Limitless,922,Accor Hotels,Comfort,476,38,241,13,Mercure Hotels,"Cozy & family-friendly, boutique & unique, local flavor, individual style, regional authenticity, cultural connection, unique character, European charm","Relaxation: local experience, regional flavor, authentic impressions; Family Travel: comfortable atmosphere, cultural immersion"
Asia,Thailand,-,Muangchon Buri,Mercure Hotel Chonburi,"934, SUKhumvit Rd., A.Muangchon Buri, 20000, 20000, Thailand",1,1,"0,07525749892","3,972017354",ChIJrUZU54NKHTERU8YgvBIcqTI,Відкрити в Google Maps,ALL - Accor Live Limitless,922,Accor Hotels,Comfort,476,38,241,13,Mercure Hotels,"Cozy & family-friendly, boutique & unique, local flavor, individual style, regional authenticity, cultural connection, unique character, European charm","Relaxation: local experience, regional flavor, authentic impressions; Family Travel: comfortable atmosphere, cultural immersion"
Asia,Thailand,-,Patong,Grand Mercure PhUKet Patong,"1 Soi Rat Uthit 200 Pi 2, Pa Tong, Kathu District, PhUKet 83150, Thailand","4,6",3131,"4,020195016","3,972017354",ChIJ38AxnLo6UDARQVlUPUrpF7E,Відкрити в Google Maps,ALL - Accor Live Limitless,922,Accor Hotels,Comfort,476,38,241,13,Mercure Hotels,"Cozy & family-friendly, boutique & unique, local flavor, individual style, regional authenticity, cultural connection, unique character, European charm","Relaxation: local experience, regional flavor, authentic impressions; Family Travel: comfortable atmosphere, cultural immersion"
Asia,Thailand,-,Pattaya City,Mercure Pattaya Ocean Resort,"463, Nhongprue, 100 Pattaya Soi 2, Pattaya City, Bang Lamung District, Chang Wat Chon Buri 20150, Thailand","4,2",2551,"3,577224704","3,972017354",ChIJLUnavTaUAjERkhz9XGaqoTE,Відкрити в Google Maps,ALL - Accor Live Limitless,922,Accor Hotels,Comfort,476,38,241,13,Mercure Hotels,"Cozy & family-friendly, boutique & unique, local flavor, individual style, regional authenticity, cultural connection, unique character, European charm","Relaxation: local experience, regional flavor, authentic impressions; Family Travel: comfortable atmosphere, cultural immersion"
Asia,Thailand,-,Trat,Mercure Koh Chang Hideaway,"111, 1, Koh Chang Tai, Ko Chang District, Trat 23170, Thailand",4,1559,"3,193124598","3,972017354",ChIJZ0Um1n0QBDERbEaLxuyLBgY,Відкрити в Google Maps,ALL - Accor Live Limitless,922,Accor Hotels,Comfort,476,38,241,13,Mercure Hotels,"Cozy & family-friendly, boutique & unique, local flavor, individual style, regional authenticity, cultural connection, unique character, European charm","Relaxation: local experience, regional flavor, authentic impressions; Family Travel: comfortable atmosphere, cultural immersion"
Asia,Thailand,-,Bangkok,ibis Styles Bangkok Ratchada,"212 Ratchadaphisek Rd, Khwaeng Huai Khwang, Khet Huai Khwang, Bangkok 10310, Thailand","4,3",1400,"3,382420995","4,149295775",ChIJL0BAN1Kf4jARS8L7P4lXM1k,Відкрити в Google Maps,ALL - Accor Live Limitless,355,Accor Hotels,Standart,476,38,68,8,ibis Styles,"Practical & economical, modern & design-focused, boutique & unique, creative budget, bright design, playful atmosphere, youthful mood, affordable individuality","Short Stays: bright impressions, quick check-in, convenient location; Family Travel: friendly design, creative space"
Asia,Thailand,-,Bangkok,ibis Styles Bangkok Silom,"289 Si Lom Rd, Si Lom, Bang Rak, Bangkok 10500, Thailand","4,5",1761,"3,651756642","4,149295775",ChIJATCRYyyf4jARa5RRvjpWsmI,Відкрити в Google Maps,ALL - Accor Live Limitless,355,Accor Hotels,Standart,476,38,68,8,ibis Styles,"Practical & economical, modern & design-focused, boutique & unique, creative budget, bright design, playful atmosphere, youthful mood, affordable individuality","Short Stays: bright impressions, quick check-in, convenient location; Family Travel: friendly design, creative space"
Asia,Thailand,-,Bangkok,ibis Styles Bangkok SUKhumvit 4,"27 SUKhumvit 4 Alley, Khwaeng Khlong Toei, Khet Khlong Toei, Bangkok 10110, Thailand","4,3",785,"3,112579237","4,149295775",ChIJgx5LuuCe4jARvtebp284cYc,Відкрити в Google Maps,ALL - Accor Live Limitless,355,Accor Hotels,Standart,476,38,68,8,ibis Styles,"Practical & economical, modern & design-focused, boutique & unique, creative budget, bright design, playful atmosphere, youthful mood, affordable individuality","Short Stays: bright impressions, quick check-in, convenient location; Family Travel: friendly design, creative space"
Asia,Thailand,-,Bangkok,ibis Styles Bangkok SUKhumvit 50,"2026, 11 SUKhumvit 50 Aly, Khwaeng Phra Khanong, Khlong Toei, Bangkok 10260, Thailand","3,7",964,"2,760687765","4,149295775",ChIJKzTXqPGf4jAR1PMcjqeBWO4,Відкрити в Google Maps,ALL - Accor Live Limitless,355,Accor Hotels,Standart,476,38,68,8,ibis Styles,"Practical & economical, modern & design-focused, boutique & unique, creative budget, bright design, playful atmosphere, youthful mood, affordable individuality","Short Stays: bright impressions, quick check-in, convenient location; Family Travel: friendly design, creative space"
Asia,Thailand,-,Bangkok,ibis Styles Bangkok SUKhumvit Phra Khanong,"1122 SUKhumvit Rd, Khwaeng Phra Khanong, Khet Khlong Toei, Bangkok 10110, Thailand","4,2",2055,"3,478674266","4,149295775",ChIJ2-njAr-f4jAR2uflClReG3M,Відкрити в Google Maps,ALL - Accor Live Limitless,355,Accor Hotels,Standart,476,38,68,8,ibis Styles,"Practical & economical, modern & design-focused, boutique & unique, creative budget, bright design, playful atmosphere, youthful mood, affordable individuality","Short Stays: bright impressions, quick check-in, convenient location; Family Travel: friendly design, creative space"
Asia,Thailand,-,Chiang,ibis Styles Chiang Mai,"7, Kanklong, 9, Tambon Chang Phueak, Mueang Chiang Mai District, Chiang Mai 50300, Thailand",4,1417,"3,151676231","4,149295775",ChIJv7Y6fmc62jARKN0GiLiLKok,Відкрити в Google Maps,ALL - Accor Live Limitless,355,Accor Hotels,Standart,476,38,68,8,ibis Styles,"Practical & economical, modern & design-focused, boutique & unique, creative budget, bright design, playful atmosphere, youthful mood, affordable individuality","Short Stays: bright impressions, quick check-in, convenient location; Family Travel: friendly design, creative space"
Asia,Thailand,-,Krabi,ibis Styles Krabi Ao Nang,"725, Ao Nang, Krabi, 81180, Thailand","4,2",2719,"3,606297349","4,149295775",ChIJSTjKEVWVUTARBslvPhos1vI,Відкрити в Google Maps,ALL - Accor Live Limitless,355,Accor Hotels,Standart,476,38,68,8,ibis Styles,"Practical & economical, modern & design-focused, boutique & unique, creative budget, bright design, playful atmosphere, youthful mood, affordable individuality","Short Stays: bright impressions, quick check-in, convenient location; Family Travel: friendly design, creative space"
Asia,Thailand,-,PhUKet,Ibis Styles PhUKet City,"23 Thavornwogwong Road, Talat Yai, Mueang PhUKet District, PhUKet 83000, Thailand","4,2",892,"3,098394032","4,149295775",ChIJd2QfF_8xUDARX0JAYkLobhM,Відкрити в Google Maps,ALL - Accor Live Limitless,355,Accor Hotels,Standart,476,38,68,8,ibis Styles,"Practical & economical, modern & design-focused, boutique & unique, creative budget, bright design, playful atmosphere, youthful mood, affordable individuality","Short Stays: bright impressions, quick check-in, convenient location; Family Travel: friendly design, creative space"
Asia,Thailand,-,Bangkok,Novotel Bangkok Bangna,"333 Srinagarindra Rd, Khwaeng Nong Bon, Khet Prawet, Bangkok 10250, Thailand","4,1",1826,"3,343282011","4,303107345",ChIJX1c3t9xfHTERi1OLd6mdfz4,Відкрити в Google Maps,ALL - Accor Live Limitless,354,Accor Hotels,Comfort,476,38,94,17,Novotel Hotels,"Cozy & family-friendly, modern & design-focused, functional comfort, family orientation, balanced design, versatility, democratic modernity, active recreation","Family Travel: child-friendly, family spaces, activities for all, comfortable leisure; Business Trips: functional workspaces"
Asia,Thailand,-,Bangkok,Novotel Bangkok on Siam Square,"392, 44 Siam Square Soi 6, Khwaeng Pathum Wan, Pathum Wan, Bangkok 10330, Thailand","4,4",8702,"4,333635882","4,303107345",ChIJ5XgvGdKe4jARBK2hAILPzqw,Відкрити в Google Maps,ALL - Accor Live Limitless,354,Accor Hotels,Comfort,476,38,94,17,Novotel Hotels,"Cozy & family-friendly, modern & design-focused, functional comfort, family orientation, balanced design, versatility, democratic modernity, active recreation","Family Travel: child-friendly, family spaces, activities for all, comfortable leisure; Business Trips: functional workspaces"
Asia,Thailand,-,Bangkok,Novotel Bangkok Platinum Pratunam,"220 Phetchaburi Rd, Khwaeng Thanon Phetchaburi, Khet Ratchathewi, Bangkok 10400, Thailand","4,5",6042,"4,253909169","4,303107345",ChIJN6o_Yc-e4jARBCxlg57zM4s,Відкрити в Google Maps,ALL - Accor Live Limitless,354,Accor Hotels,Comfort,476,38,94,17,Novotel Hotels,"Cozy & family-friendly, modern & design-focused, functional comfort, family orientation, balanced design, versatility, democratic modernity, active recreation","Family Travel: child-friendly, family spaces, activities for all, comfortable leisure; Business Trips: functional workspaces"
Asia,Thailand,-,Bangkok,Novotel Bangkok SUKhumvit 20,"19/9 SUKhumvit 20 Alley, Khwaeng Khlong Toei, Khlong Toei, Bangkok 10110, Thailand","4,5",4473,"4,107032977","4,303107345",ChIJBWCQyAKf4jARKrhUzthdjgs,Відкрити в Google Maps,ALL - Accor Live Limitless,354,Accor Hotels,Comfort,476,38,94,17,Novotel Hotels,"Cozy & family-friendly, modern & design-focused, functional comfort, family orientation, balanced design, versatility, democratic modernity, active recreation","Family Travel: child-friendly, family spaces, activities for all, comfortable leisure; Business Trips: functional workspaces"
Asia,Thailand,-,Bangkok,Novotel Bangkok SUKhumvit 4,"27 SUKhumvit 4 Alley, Khwaeng Khlong Toei, Khet Khlong Toei, Bangkok 10110, Thailand","4,4",1796,"3,580002885","4,303107345",ChIJZwqHg4af4jARuaTuqnzbQpc,Відкрити в Google Maps,ALL - Accor Live Limitless,354,Accor Hotels,Comfort,476,38,94,17,Novotel Hotels,"Cozy & family-friendly, modern & design-focused, functional comfort, family orientation, balanced design, versatility, democratic modernity, active recreation","Family Travel: child-friendly, family spaces, activities for all, comfortable leisure; Business Trips: functional workspaces"
Asia,Thailand,-,Chiang Mai,Novotel Chiangmai Nimman Journeyhub,"7, 77 หมู่ที่ 2 Huay Kaew Rd, Chang Phueak, Mueang Chiang Mai District, Chiang Mai 50300, Thailand","4,4",1051,"3,324217314","4,303107345",ChIJ_-EqumA62jARdkh_MxJzFvo,Відкрити в Google Maps,ALL - Accor Live Limitless,354,Accor Hotels,Comfort,476,38,94,17,Novotel Hotels,"Cozy & family-friendly, modern & design-focused, functional comfort, family orientation, balanced design, versatility, democratic modernity, active recreation","Family Travel: child-friendly, family spaces, activities for all, comfortable leisure; Business Trips: functional workspaces"
Asia,Thailand,-,Chon Buri,NOVOTEL KOH SI CHANG,"333 Tha Thewawong, Ko Sichang District, Chon Buri 20120, Thailand","4,4",191,"2,511631352","4,303107345",ChIJGVdYDVqxAjERylgWpHUzA7U,Відкрити в Google Maps,ALL - Accor Live Limitless,354,Accor Hotels,Comfort,476,38,94,17,Novotel Hotels,"Cozy & family-friendly, modern & design-focused, functional comfort, family orientation, balanced design, versatility, democratic modernity, active recreation","Family Travel: child-friendly, family spaces, activities for all, comfortable leisure; Business Trips: functional workspaces"
Asia,Thailand,-,Pa Tong,Novotel PhUKet Resort,"282 Phrabaramee Rd, Pa Tong, Kathu District, PhUKet 83150, Thailand","4,4",2393,"3,717036561","4,303107345",ChIJFZk3Tx4uUDAR03hAOz-7puQ,Відкрити в Google Maps,ALL - Accor Live Limitless,354,Accor Hotels,Comfort,476,38,94,17,Novotel Hotels,"Cozy & family-friendly, modern & design-focused, functional comfort, family orientation, balanced design, versatility, democratic modernity, active recreation","Family Travel: child-friendly, family spaces, activities for all, comfortable leisure; Business Trips: functional workspaces"
Asia,Thailand,-,Pa Tong,Novotel PhUKet Vintage Park Resort,"89 Rat U Thit 200 Pee Rd, Pa Tong, PhUKet 83150, Thailand","4,3",2586,"3,668756161","4,303107345",ChIJE3sGf5g6UDARFx_oJJ2scdA,Відкрити в Google Maps,ALL - Accor Live Limitless,354,Accor Hotels,Comfort,476,38,94,17,Novotel Hotels,"Cozy & family-friendly, modern & design-focused, functional comfort, family orientation, balanced design, versatility, democratic modernity, active recreation","Family Travel: child-friendly, family spaces, activities for all, comfortable leisure; Business Trips: functional workspaces"
Asia,Thailand,-,Pak Kret,Novotel Bangkok Impact,"94 Popular Rd, Tambon Ban Mai, Pak Kret District, Nonthaburi 11120, Thailand","4,5",3007,"3,913062561","4,303107345",ChIJq6qqqvqE4jARUWVXhxXdRIY,Відкрити в Google Maps,ALL - Accor Live Limitless,354,Accor Hotels,Comfort,476,38,94,17,Novotel Hotels,"Cozy & family-friendly, modern & design-focused, functional comfort, family orientation, balanced design, versatility, democratic modernity, active recreation","Family Travel: child-friendly, family spaces, activities for all, comfortable leisure; Business Trips: functional workspaces"
Asia,Thailand,-,Pathum Thani,Novotel Bangkok Future Park Rangsit,"114 Phahonyothin Rd, Prachathipat, Thanyaburi District, Pathum Thani 12130, Thailand","4,7",2248,"3,93858761","4,303107345",ChIJASEu5mgR3jARYDnsWXalp50,Відкрити в Google Maps,ALL - Accor Live Limitless,354,Accor Hotels,Comfort,476,38,94,17,Novotel Hotels,"Cozy & family-friendly, modern & design-focused, functional comfort, family orientation, balanced design, versatility, democratic modernity, active recreation","Family Travel: child-friendly, family spaces, activities for all, comfortable leisure; Business Trips: functional workspaces"
Asia,Thailand,-,PhUKet,Novotel PhUKet City Phokeethra,"40, 5 Chanajaroen Road, Tambon Talat Yai, Amphur Muang, PhUKet 83000, Thailand","4,4",1158,"3,37049178","4,303107345",ChIJizXJP_8xUDARkBp0uFSDYQQ,Відкрити в Google Maps,ALL - Accor Live Limitless,354,Accor Hotels,Comfort,476,38,94,17,Novotel Hotels,"Cozy & family-friendly, modern & design-focused, functional comfort, family orientation, balanced design, versatility, democratic modernity, active recreation","Family Travel: child-friendly, family spaces, activities for all, comfortable leisure; Business Trips: functional workspaces"
Asia,Thailand,-,PhUKet,Novotel PhUKet Kamala Beach,"118, 16, Kamala, Kathu District, PhUKet 83150, Thailand","4,3",2445,"3,642590687","4,303107345",ChIJX6RkeiA6UDARBoEAg3kCYAA,Відкрити в Google Maps,ALL - Accor Live Limitless,354,Accor Hotels,Comfort,476,38,94,17,Novotel Hotels,"Cozy & family-friendly, modern & design-focused, functional comfort, family orientation, balanced design, versatility, democratic modernity, active recreation","Family Travel: child-friendly, family spaces, activities for all, comfortable leisure; Business Trips: functional workspaces"
Asia,Thailand,-,PhUKet,Novotel PhUKet Kata Avista Resort & Spa,"4, 1 Soi Lam Sai, Karon, Mueang PhUKet District, PhUKet 83100, Thailand","4,5",2129,"3,744427054","4,303107345",ChIJKYDOrJslUDARRWe9-mwl-Qo,Відкрити в Google Maps,ALL - Accor Live Limitless,354,Accor Hotels,Comfort,476,38,94,17,Novotel Hotels,"Cozy & family-friendly, modern & design-focused, functional comfort, family orientation, balanced design, versatility, democratic modernity, active recreation","Family Travel: child-friendly, family spaces, activities for all, comfortable leisure; Business Trips: functional workspaces"
Asia,Thailand,-,Rayong,Novotel Rayong Rim Pae Resort,"4, 5 ถนน เพ-แกลง-กร่ำ, Chakphong, Klaeng District, Rayong 21190, Thailand","4,2",1702,"3,39277538","4,303107345",ChIJdboCY7kIAzEReHEDMBaYwKE,Відкрити в Google Maps,ALL - Accor Live Limitless,354,Accor Hotels,Comfort,476,38,94,17,Novotel Hotels,"Cozy & family-friendly, modern & design-focused, functional comfort, family orientation, balanced design, versatility, democratic modernity, active recreation","Family Travel: child-friendly, family spaces, activities for all, comfortable leisure; Business Trips: functional workspaces"
Asia,Thailand,-,Rayong,Novotel Rayong Star Convention Centre,"109 SUKhumvit Rd, Tha Pradu, Mueang Rayong District, Rayong 21000, Thailand","4,7",505,"3,177376857","4,303107345",ChIJWV8Godz9AjERxeZchFMk-VQ,Відкрити в Google Maps,ALL - Accor Live Limitless,354,Accor Hotels,Comfort,476,38,94,17,Novotel Hotels,"Cozy & family-friendly, modern & design-focused, functional comfort, family orientation, balanced design, versatility, democratic modernity, active recreation","Family Travel: child-friendly, family spaces, activities for all, comfortable leisure; Business Trips: functional workspaces"
Asia,Thailand,-,Si Racha,Novotel Marina Sriracha,"339 Jerm Jom Phon Road, Amphoe Si Racha, Chon Buri 20110, Thailand","4,5",1640,"3,616997154","4,303107345",ChIJD88ZriO3AjER7GSmKrdWE7U,Відкрити в Google Maps,ALL - Accor Live Limitless,354,Accor Hotels,Comfort,476,38,94,17,Novotel Hotels,"Cozy & family-friendly, modern & design-focused, functional comfort, family orientation, balanced design, versatility, democratic modernity, active recreation","Family Travel: child-friendly, family spaces, activities for all, comfortable leisure; Business Trips: functional workspaces"
Asia,Thailand,-,PhUKet,Hilton Garden Inn PhUKet Bang Tao,"111 Soi Cherngtalay 16, Choeng Thale, Thalang District, PhUKet 83110, Thailand","4,6",642,"3,229442619","4,186748466",ChIJb4KCfPc5UDAR9lQH-aY6yKw,Відкрити в Google Maps,Hilton Honors,815,Hilton Worldwide,Standart,404,13,79,1,Hilton Garden Inn,"Business-oriented, practical & economical, efficient design, work zones, fresh simplicity, hardworking comfort, convenient technologies, rational hospitality","Business Trips: productive workspaces, business center, technological solutions; Short Stays: quick service, efficient process"
